source_dataset,technique,report_generated,sku_id,category,current_stock,lead_time_days,unit_cost,avg_daily_demand,ma_7day,ma_30day,volatility,demand_std,safety_stock,reorder_point,stockout_risk,recommended_order_qty
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000370,Home & Living,585,14,40.03,15.0,16.57,15.03,0.4985,7.48,46.16,256.16,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000371,Toys,1308,22,9.98,23.36,17.29,26.73,0.9174,21.43,165.82,679.64,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000372,Beauty,847,3,36.24,33.87,29.29,27.53,0.4521,15.31,43.76,145.36,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000373,Groceries,1256,4,28.06,40.5,40.86,41.0,0.175,7.09,23.39,185.39,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000374,Home & Living,1177,10,26.48,15.29,15.0,14.3,0.4803,7.34,38.31,191.2,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000375,Electronics,1466,7,1472.3,20.08,20.0,20.23,0.2701,5.42,23.67,164.21,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000376,Electronics,996,6,488.82,20.74,20.71,20.7,0.2054,4.26,17.22,141.68,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000377,Electronics,254,4,1915.98,19.5,17.29,19.8,0.2423,4.72,15.59,93.59,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000378,Electronics,1478,6,556.38,19.98,20.71,20.53,0.222,4.43,17.92,137.79,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000379,Beauty,1767,10,86.97,34.64,28.29,34.03,0.4331,15.01,78.3,424.74,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000380,Electronics,1300,4,1558.44,19.11,17.29,18.87,0.2376,4.54,14.98,91.43,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000381,Groceries,1844,5,49.27,40.99,40.71,40.63,0.1783,7.31,26.96,231.91,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000382,Apparel,1186,11,104.91,27.59,28.71,25.17,0.4994,13.78,75.4,378.88,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000383,Apparel,1674,14,115.35,30.44,27.29,29.2,0.3861,11.76,72.58,498.8,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000384,Home & Living,392,7,124.77,16.33,7.0,16.23,0.4837,7.9,34.49,148.83,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000385,Groceries,1620,3,9.8,38.58,37.43,38.77,0.1833,7.07,20.2,135.94,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000386,Apparel,84,17,16.57,28.17,20.29,22.43,0.4902,13.81,93.93,572.76,Critical,489
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000387,Seasonal,956,18,22.33,19.12,12.57,15.9,1.1195,21.41,149.85,494.05,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000388,Groceries,240,3,24.75,40.02,33.0,38.73,0.2021,8.09,23.11,143.18,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000389,Groceries,1850,2,33.98,41.1,40.0,41.4,0.183,7.52,17.55,99.75,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000390,Beauty,142,5,29.01,35.41,29.29,32.43,0.4191,14.84,54.76,231.82,Medium,90
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000391,Groceries,1275,5,45.4,39.83,41.43,40.67,0.1787,7.12,26.27,225.43,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000392,Apparel,1735,14,20.77,28.91,20.29,26.43,0.424,12.26,75.67,480.43,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000393,Apparel,1481,18,50.27,29.03,32.29,23.93,0.4425,12.85,89.94,612.54,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000394,Groceries,3477,2,21.59,40.91,42.71,41.6,0.1973,8.07,18.83,100.66,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000395,Home & Living,914,7,98.32,15.77,10.14,16.33,0.4572,7.21,31.47,141.83,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000396,Apparel,1338,11,24.55,29.74,30.57,26.73,0.4584,13.64,74.62,401.81,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000397,Electronics,39,6,1356.14,19.52,15.57,18.37,0.2503,4.89,19.75,136.88,Critical,98
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000398,Toys,707,12,59.94,22.8,19.0,20.07,0.7788,17.76,101.49,375.09,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000399,Electronics,1166,10,1894.32,19.43,22.29,20.4,0.243,4.72,24.64,218.97,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000400,Groceries,1652,1,35.42,39.32,38.0,40.3,0.2165,8.51,14.05,53.37,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000401,Apparel,238,13,39.75,29.69,21.43,26.5,0.4211,12.5,74.37,460.33,Medium,223
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000402,Apparel,2460,8,33.38,30.0,29.29,27.6,0.3981,11.94,55.74,295.74,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000403,Groceries,2071,2,26.14,41.41,49.86,44.27,0.2074,8.59,20.04,102.86,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000404,Apparel,534,8,113.97,29.69,28.14,27.43,0.437,12.97,60.55,298.06,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000405,Apparel,2590,13,64.0,29.1,24.71,26.17,0.3927,11.43,67.98,446.28,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000406,Electronics,161,7,606.86,20.18,19.14,20.2,0.2173,4.38,19.14,160.39,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000407,Groceries,1652,4,35.49,39.34,37.43,40.37,0.1912,7.52,24.82,182.2,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000408,Toys,1652,14,74.42,23.6,10.71,26.8,0.8749,20.65,127.48,457.88,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000409,Apparel,1534,8,54.07,31.96,28.29,28.07,0.4457,14.24,66.47,322.11,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000410,Apparel,830,10,149.97,29.64,25.57,28.33,0.4163,12.34,64.39,360.84,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000411,Beauty,1308,9,25.85,36.33,23.57,29.73,0.4411,16.03,79.33,406.33,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000412,Electronics,1064,10,1236.97,20.47,19.86,20.13,0.2426,4.97,25.91,230.58,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000413,Electronics,1190,4,872.96,20.51,20.29,20.27,0.2188,4.49,14.81,96.85,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000414,Groceries,288,1,23.27,41.09,41.14,40.73,0.1849,7.6,12.53,53.62,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000415,Beauty,1078,5,36.67,33.69,35.57,31.0,0.4381,14.76,54.45,222.9,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000416,Groceries,1595,5,3.69,38.9,36.43,37.7,0.2021,7.86,29.01,223.51,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000417,Beauty,2144,10,82.13,35.14,36.0,34.97,0.3931,13.82,72.09,423.53,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000418,Seasonal,742,16,46.07,17.26,28.14,20.57,1.1601,20.02,132.12,408.21,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000419,Home & Living,709,19,404.17,13.9,15.29,13.6,0.5815,8.08,58.13,322.23,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000420,Home & Living,159,5,86.67,14.48,17.0,16.13,0.5086,7.36,27.17,99.56,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000421,Apparel,688,8,99.39,31.27,32.14,30.6,0.4045,12.65,59.02,309.15,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000422,Electronics,1167,6,1614.49,20.84,21.57,20.83,0.25,5.21,21.07,146.13,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000423,Home & Living,1238,20,10.81,15.29,11.0,15.43,0.4815,7.36,54.32,360.1,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000424,Electronics,910,12,453.97,19.37,17.71,18.9,0.2415,4.68,26.73,259.13,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000425,Home & Living,641,7,400.7,14.58,20.71,14.73,0.5605,8.17,35.67,137.71,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000426,Apparel,965,8,32.44,29.26,20.43,24.13,0.4494,13.15,61.36,295.4,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000427,Electronics,789,3,1937.12,19.72,19.29,19.63,0.2485,4.9,14.01,73.17,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000428,Seasonal,817,45,24.88,15.71,8.57,14.17,1.1177,17.56,194.36,901.36,High,85
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000429,Home & Living,629,17,301.88,15.72,15.71,14.47,0.4878,7.67,52.17,319.45,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000430,Home & Living,861,13,344.1,15.66,13.57,15.77,0.4815,7.54,44.85,248.37,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000431,Electronics,1644,3,1936.63,20.04,21.29,19.33,0.2323,4.66,13.31,73.44,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000432,Home & Living,437,7,102.47,15.06,15.71,16.87,0.5117,7.7,33.63,139.02,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000433,Groceries,279,1,35.63,39.88,39.57,39.43,0.192,7.66,12.63,52.51,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000434,Apparel,1171,12,38.15,30.03,29.0,31.57,0.3669,11.02,62.98,423.38,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000435,Beauty,1937,10,37.31,36.54,35.43,32.8,0.3534,12.92,67.39,432.84,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000436,Beauty,170,6,87.78,33.97,32.14,30.73,0.4032,13.7,55.35,259.15,Medium,90
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000437,Seasonal,664,45,31.69,17.94,18.86,22.2,1.2661,22.72,251.47,1058.97,High,395
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000438,Groceries,644,1,4.25,40.24,43.29,40.5,0.1485,5.98,9.86,50.11,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000439,Apparel,1653,17,94.05,29.52,26.86,24.77,0.4347,12.83,87.31,589.19,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000440,Apparel,2596,20,83.74,30.19,37.71,32.4,0.4311,13.02,96.04,699.82,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000441,Home & Living,197,7,495.76,16.38,16.0,17.93,0.4381,7.17,31.32,145.96,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000442,Electronics,832,9,494.5,20.29,18.29,19.73,0.2208,4.48,22.18,204.78,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000443,Beauty,1198,9,84.58,35.24,25.29,31.63,0.4453,15.69,77.68,394.88,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000444,Groceries,3285,2,22.18,40.56,39.57,42.13,0.1658,6.73,15.69,96.81,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000445,Electronics,1041,6,1697.02,20.41,22.14,20.87,0.2547,5.2,21.01,143.48,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000446,Beauty,1894,3,35.25,36.42,33.43,30.73,0.4147,15.1,43.16,152.43,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000447,Electronics,630,11,798.33,20.33,17.57,20.7,0.2353,4.79,26.19,249.85,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000448,Electronics,198,12,1531.3,19.8,24.57,20.77,0.2489,4.93,28.17,265.77,Medium,68
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000449,Home & Living,665,10,207.8,15.83,13.57,15.27,0.4937,7.82,40.79,199.12,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000450,Home & Living,880,8,61.24,14.42,12.71,13.93,0.503,7.25,33.86,149.23,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000451,Toys,763,8,6.04,23.13,15.14,25.7,0.9172,21.22,99.02,284.09,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000452,Groceries,2101,2,8.37,39.64,40.43,38.63,0.188,7.45,17.39,96.68,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000453,Beauty,564,7,21.07,35.22,25.86,27.43,0.4199,14.79,64.56,311.12,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000454,Electronics,1727,12,1907.81,19.86,20.86,19.93,0.2063,4.1,23.41,261.68,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000455,Apparel,957,19,27.05,30.86,26.29,27.2,0.4006,12.36,88.9,675.15,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000456,Toys,704,28,74.03,25.16,15.71,20.9,0.7923,19.93,174.01,878.37,High,175
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000457,Electronics,203,11,1131.12,20.27,18.86,21.73,0.2409,4.88,26.72,249.65,Medium,47
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000458,Apparel,2601,10,31.85,29.56,19.86,22.6,0.4577,13.53,70.58,366.13,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000459,Home & Living,461,6,34.65,15.37,17.14,15.43,0.4819,7.41,29.93,122.13,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000460,Electronics,874,5,876.57,20.33,21.0,19.93,0.207,4.21,15.53,117.19,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000461,Seasonal,793,19,42.95,19.34,20.86,21.7,1.0282,19.89,143.05,510.59,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000462,Home & Living,764,18,361.09,16.26,19.57,16.13,0.3869,6.29,44.03,336.63,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000463,Home & Living,220,15,498.05,14.67,17.43,13.63,0.4963,7.28,46.52,266.52,Medium,47
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000464,Home & Living,436,11,312.54,15.57,11.43,14.43,0.4899,7.63,41.73,212.97,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000465,Apparel,1742,17,61.43,29.52,28.71,26.73,0.3991,11.78,80.15,582.03,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000466,Groceries,1246,3,30.93,40.2,37.86,40.5,0.189,7.6,21.72,142.32,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000467,Apparel,511,7,32.35,31.92,28.57,26.57,0.3981,12.71,55.48,278.93,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000468,Electronics,183,14,1059.27,20.29,24.0,21.33,0.2116,4.29,26.51,310.55,Medium,128
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000469,Groceries,2821,1,34.06,40.3,41.57,40.97,0.1867,7.52,12.41,52.71,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000470,Beauty,2860,9,54.76,35.76,38.0,33.57,0.4292,15.35,75.96,397.76,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000471,Electronics,1478,13,1833.64,21.11,21.29,20.83,0.2296,4.85,28.84,303.28,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000472,Beauty,1785,7,37.16,36.42,34.0,29.67,0.4716,17.18,74.99,329.94,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000473,Toys,1808,19,13.3,24.1,27.0,25.63,0.7911,19.07,137.13,595.03,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000474,Apparel,1036,14,83.87,28.78,20.57,24.43,0.4573,13.16,81.25,484.14,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000475,Electronics,869,8,523.35,19.76,19.86,19.6,0.2052,4.05,18.92,176.96,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000476,Seasonal,1238,41,37.59,20.63,5.29,18.07,1.0888,22.47,237.36,1083.33,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000477,Beauty,33,5,85.83,33.39,29.43,31.6,0.4212,14.06,51.89,218.83,Critical,186
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000478,Home & Living,313,9,402.16,14.9,13.57,15.17,0.5198,7.74,38.34,172.44,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000479,Apparel,1117,14,113.18,31.03,25.57,27.37,0.3877,12.03,74.29,508.76,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000480,Home & Living,967,12,209.11,15.6,19.86,16.33,0.4756,7.42,42.41,229.61,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000481,Toys,267,19,77.26,24.26,15.86,22.77,0.8521,20.67,148.65,609.5,Critical,343
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000482,Home & Living,148,9,422.58,14.8,18.43,14.93,0.5244,7.76,38.42,171.62,High,24
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000483,Toys,119,25,69.32,23.78,12.0,18.23,0.8666,20.61,170.0,764.44,Critical,646
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000484,Groceries,1942,1,43.49,39.63,40.0,37.87,0.1939,7.69,12.68,52.31,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000485,Electronics,991,9,656.87,20.22,23.43,21.4,0.2425,4.9,24.27,206.27,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000486,Seasonal,411,34,7.72,18.68,6.71,16.73,1.0583,19.77,190.18,825.22,Critical,415
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000487,Electronics,697,8,1961.52,19.37,20.57,20.33,0.2261,4.38,20.44,175.37,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000488,Electronics,681,7,526.03,20.63,19.57,20.37,0.2178,4.49,19.62,164.05,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000489,Home & Living,370,10,162.69,13.72,11.14,12.5,0.5146,7.06,36.85,174.07,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000490,Apparel,957,18,136.98,30.88,30.86,29.27,0.4201,12.97,90.81,646.61,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000491,Apparel,1214,7,35.94,28.91,28.14,25.4,0.4826,13.95,60.91,263.28,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000492,Apparel,62,13,81.85,30.86,25.86,31.57,0.4417,13.63,81.09,482.21,Critical,421
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000493,Apparel,440,19,112.64,27.51,32.71,26.03,0.4509,12.41,89.22,611.93,Medium,172
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000494,Groceries,1004,5,48.6,41.82,40.29,42.0,0.1783,7.46,27.52,236.63,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000495,Electronics,282,5,784.55,20.13,22.57,21.57,0.2643,5.32,19.63,120.3,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000496,Home & Living,896,16,483.68,16.6,16.14,18.6,0.5126,8.51,56.16,321.76,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000497,Apparel,1352,19,30.37,30.72,28.86,28.17,0.3698,11.36,81.71,665.43,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000498,Groceries,1158,1,7.59,39.93,40.0,40.63,0.1512,6.04,9.96,49.89,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000499,Home & Living,487,17,191.05,15.22,15.29,14.83,0.4981,7.58,51.59,310.37,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000500,Electronics,1706,3,1319.44,20.07,23.14,20.2,0.2282,4.58,13.08,73.28,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000501,Seasonal,1107,28,23.0,18.44,14.29,24.63,1.0913,20.13,175.73,692.18,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000502,Groceries,875,3,33.7,39.79,44.29,41.1,0.1774,7.06,20.17,139.54,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000503,Electronics,302,3,592.41,20.13,18.0,19.77,0.2271,4.57,13.07,73.47,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000504,Electronics,292,10,935.4,19.48,18.0,20.2,0.2615,5.09,26.57,221.35,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000505,Groceries,1929,4,39.42,39.37,42.43,39.73,0.1627,6.4,21.13,178.6,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000506,Apparel,1171,21,135.37,27.89,22.14,24.5,0.4435,12.37,93.53,679.19,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000507,Home & Living,339,14,157.56,15.42,14.43,15.1,0.4838,7.46,46.06,261.97,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000508,Apparel,1071,21,148.94,29.76,27.57,24.43,0.4541,13.51,102.16,727.03,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-000509,Beauty,1337,10,77.31,38.19,29.86,34.17,0.4114,15.71,81.98,463.86,Low,0
